SITENAME|LNG|LAT|METHOD|MODEL|VARS|WEIGHTS|NDIVISIONS|DIRECTION|GROWINGSEASON|ROTATION|PERIOD|ZONES|RESOLUTION|SCENARIO|OUTFILE|THRESHOLD
GLOBAL_1445875551928|-70.668|-30.037|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445875551928/|0.0
GLOBAL_1445875721009|-47.021|-22.938|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[global,global]|[10min,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1445875721009/|0.0
GLOBAL_1445880402920|31.68|-21.033|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|both|[2020_2049,1960_1990]|[global,global]|[10min,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1445880402920/|0.0
GLOBAL_1445880832790|32.663|-17.01|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|both|[2020_2049,1960_1990]|[global,global]|[10min,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1445880832790/|0.0
BRA_1445881208669|32.663|-17.01|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|both|[2020_2049,1960_1990]|[zwe,bra]|[30s,2_5min]|[a1b,baseline]|/var/www/analogues/outputs/BRA_1445881208669/|0.0
GLOBAL_1445889362509|-97.655|46.462|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[usa,global]|[2_5min,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1445889362509/|0.0
GLOBAL_1445919722501|-73.916|42.94|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445919722501/|0.0
GLOBAL_1445919777651|-73.477|43.069|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445919777651/|0.0
GLOBAL_1445946609190|-49.922|-13.923|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[global,global]|[10min,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1445946609190/|0.0
GLOBAL_1445946747383|-53.438|-15.284|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[global,global]|[10min,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1445946747383/|0.0
COL_1445952490845|-76.793|3.427|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,col]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1445952490845/|0.0
GLOBAL_1445957489631|-72.421|18.268|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[hti,global]|[30s,2_5min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1445957489631/|0.0
GLOBAL_1445974273340|8.565|47.38|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[che,global]|[30s,2_5min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1445974273340/|0.0
GLOBAL_1445983149257|-118.243|34.053|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445983149257/|0.0
GLOBAL_1445986452322|-62.980736|-17.825658|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|both|[1960_1990,2020_2049]|[global,global]|[2_5min,2_5min]|[baseline,a2]|/var/www/analogues/outputs/GLOBAL_1445986452322/|0.0
GLOBAL_1445987093494|-62.980736|-17.825658|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[global,global]|[2_5min,2_5min]|[baseline,a2]|/var/www/analogues/outputs/GLOBAL_1445987093494/|0.0
GLOBAL_1445986820395|-62.980736|-17.825658|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|both|[1960_1990,2020_2049]|[global,global]|[2_5min,2_5min]|[baseline,a2]|/var/www/analogues/outputs/GLOBAL_1445986820395/|0.0
GLOBAL_1445987538104|-62.980736|-17.825658|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[global,global]|[2_5min,2_5min]|[a2,baseline]|/var/www/analogues/outputs/GLOBAL_1445987538104/|0.0
GLOBAL_1445987574336|-62.980736|-17.825658|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[global,global]|[2_5min,2_5min]|[baseline,a2]|/var/www/analogues/outputs/GLOBAL_1445987574336/|0.2
GLOBAL_1445990960184|-2.461|55.777|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445990960184/|0.0
GLOBAL_1445991727307|-62.980736|-17.825658|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[global,global]|[10min,10min]|[baseline,a2]|/var/www/analogues/outputs/GLOBAL_1445991727307/|0.0
GLOBAL_1445991829719|-62.980736|-17.825658|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[global,global]|[2_5min,2_5min]|[baseline,a2]|/var/www/analogues/outputs/GLOBAL_1445991829719/|0.0
GLOBAL_1446003989037|-97.0|49.0|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[can,global]|[30s,10min]|[baseline,a1b]|/var/www/analogues/outputs/GLOBAL_1446003989037/|0.0
GLOBAL_1446006675436|-62.980736|-17.825658|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[global,global]|[10min,10min]|[a2,baseline]|/var/www/analogues/outputs/GLOBAL_1446006675436/|0.0
GLOBAL_1446035634936|76.1124|20.536|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[ind,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446035634936/|0.0
GLOBAL_1446035875731|76.1124|20.536|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[ind,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446035875731/|0.0
GLOBAL_1446036384274|-73.616|4.127|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[global,global]|[10min,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1446036384274/|0.0
GLOBAL_1446036497504|-73.616|4.127|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[global,global]|[10min,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1446036497504/|0.6
GLOBAL_1446036637817|-73.616|4.127|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[global,global]|[10min,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1446036637817/|0.8
GLOBAL_1446048593101|-124.078|47.114|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[2_5min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446048593101/|0.0
GLOBAL_1446048593101|-124.078|47.114|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[2_5min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446048593101/|0.0
AFG_1446051271457|78.426|17.377|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[ind,afg]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AFG_1446051271457/|0.0
KEN_1446069666845|34.921|-0.151|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[ken,ken]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/KEN_1446069666845/|0.0
GLOBAL_1446069822643|34.921|-0.151|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[ken,global]|[30s,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1446069822643/|0.0
GLOBAL_1446072743351|-73.724|41.013|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446072743351/|0.0
GLOBAL_1446098273397|-73.112|7.124|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[col,global]|[30s,10min]|[baseline,a1b]|/var/www/analogues/outputs/GLOBAL_1446098273397/|0.0
IND_1446103443067|78.338|17.587|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[ind,ind]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/IND_1446103443067/|0.0
IND_1446106201310|75.667|12.92|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|both|[2020_2049,1960_1990]|[ind,ind]|[30s,30s]|[a1b,baseline]|/var/www/analogues/outputs/IND_1446106201310/|0.0
IND_1446107732266|75.667|12.92|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|both|[2020_2049,1960_1990]|[ind,ind]|[30s,30s]|[a1b,baseline]|/var/www/analogues/outputs/IND_1446107732266/|0.0
GLOBAL_1446111456685|-5.911|39.564|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446111456685/|0.8
GLOBAL_1446111800879|-5.911|39.564|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446111800879/|0.8
GLOBAL_1446112291190|-5.977|39.405|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446112291190/|0.8
GLOBAL_1446112788098|-5.742|39.569|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446112788098/|0.8
GLOBAL_1446113369659|-5.881|39.461|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446113369659/|0.8
GLOBAL_1446118274428|-5.881|39.461|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446118274428/|0.8
GLOBAL_1446125708267|-5.881|39.461|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446125708267/|0.8
GLOBAL_1446132810189|7.673|47.493|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[che,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446132810189/|0.0
GLOBAL_1446133446716|7.669|47.462|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[che,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446133446716/|0.0
GLOBAL_1446134836204|27.757|-19.772|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[global,global]|[10min,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1446134836204/|0.0
MWI_1446161033075|33.367|-13.969|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[2020_2049,2020_2049]|[mwi,mwi]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/MWI_1446161033075/|0.0
GLOBAL_1446168142667|140.186|-37.21|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[aus,global]|[30s,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1446168142667/|0.0
GLOBAL_1446207543555|27.762|-19.777|ccafs|[current,current]|[tmean,prec]|[0.35,0.65]|[12,12]|none|1:12|both|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446207543555/|0.0
GLOBAL_1446221658608|-123.091662|44.067487|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446221658608/|0.0
GLOBAL_1446222248505|32.62774444|-16.91511667|ccafs|[ensemble,current]|[tmean,prec]|[0.35,0.65]|[12,12]|backward|1:12|both|[2020_2049,1960_1990]|[global,global]|[10min,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1446222248505/|0.0
GLOBAL_1446222482667|32.62774444|-16.91511667|ccafs|[ensemble,current]|[tmean,prec]|[0.35,0.65]|[12,12]|backward|1:12|both|[2020_2049,1960_1990]|[global,global]|[10min,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1446222482667/|0.0
GLOBAL_1446222911090|31.94735556|-17.07435833|ccafs|[ensemble,current]|[tmean,prec]|[0.35,0.65]|[12,12]|backward|1:12|both|[2020_2049,1960_1990]|[global,global]|[10min,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1446222911090/|0.0
GLOBAL_1446223162808|31.67777778|-21.03888889|ccafs|[ensemble,current]|[tmean,prec]|[0.35,0.65]|[12,12]|backward|1:12|both|[2020_2049,1960_1990]|[global,global]|[10min,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1446223162808/|0.0
GLOBAL_1446223409053|27.45563889|-19.68009722|ccafs|[ensemble,current]|[tmean,prec]|[0.35,0.65]|[12,12]|backward|1:12|both|[2020_2049,1960_1990]|[global,global]|[10min,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1446223409053/|0.0
GLOBAL_1446226481180|18.806|-33.925|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446226481180/|0.0
GLOBAL_1446232954183|19.752|-34.582|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446232954183/|0.0
GLOBAL_1446233378035|19.461|-34.42|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446233378035/|0.0
MEX_1446252975730|-103.525|19.759|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[mex,mex]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/MEX_1446252975730/|0.0
GLOBAL_1446268076204|26.833|-32.183|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446268076204/|0.0
GLOBAL_1446268315209|169.325|-45.248|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446268315209/|0.0
GLOBAL_1446268755292|24.866|-34.042|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446268755292/|0.0
GLOBAL_1446309293900|30.372|-29.593|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446309293900/|0.0
GLOBAL_1446310056981|29.77|-28.563|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446310056981/|0.0
GLOBAL_1446316179426|28.394|-28.507|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446316179426/|0.0
GLOBAL_1446317248451|18.729|-28.445|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446317248451/|0.0
GLOBAL_1446318731664|30.793|-27.793|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446318731664/|0.0
MWI_1446359871552|-48.611|-16.48|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[bra,mwi]|[2_5min,30s]|[baseline,baseline]|/var/www/analogues/outputs/MWI_1446359871552/|0.0
GLOBAL_1446409763313|-75.762|42.294|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446409763313/|0.0
GLOBAL_1446450983090|16.63|-28.507|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446450983090/|0.0
GLOBAL_1446451288812|16.429|-28.572|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446451288812/|0.0
GLOBAL_1446451383478|16.9|-29.243|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446451383478/|0.0
GLOBAL_1446451476216|15.169|-26.643|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446451476216/|0.0
GLOBAL_1446451599027|17.617|-28.758|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446451599027/|0.0
UKR_1446477758837|23.104|52.968|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[pol,ukr]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/UKR_1446477758837/|0.0
UKR_1446477957444|19.237|54.052|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[pol,ukr]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/UKR_1446477957444/|0.0
GLOBAL_1446480096461|18.891|-32.168|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446480096461/|0.0
GLOBAL_1446491700229|16.43|-28.565|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446491700229/|0.0
GLOBAL_1446495308440|26.032|-30.524|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446495308440/|0.0
GLOBAL_1446495619994|29.515|-29.75|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446495619994/|0.0
GLOBAL_1446498062770|24.802|-33.76|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446498062770/|0.0
GLOBAL_1446504740263|175.006|-36.894|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446504740263/|0.0
GLOBAL_1446505542001|-16.318|28.485|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446505542001/|0.0
GLOBAL_1446506011646|-68.732|-32.967|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446506011646/|0.0
GLOBAL_1446506226466|-69.03|-33.552|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446506226466/|0.0
GLOBAL_1446533046235|17.77|-26.003|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446533046235/|0.0
GLOBAL_1446556936273|28.773|-31.597|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446556936273/|0.0
GLOBAL_1446575058321|13.28|-17.432|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446575058321/|0.0
GLOBAL_1446578000485|12.472|-17.414|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446578000485/|0.0
GLOBAL_1446578215162|23.44|-27.461|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446578215162/|0.0
GLOBAL_1446578581842|23.417|-19.984|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446578581842/|0.0
GLOBAL_1446578738004|20.484|-19.591|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1446578738004/|0.0
